FL_DATE,AIRLINE,airline_name,ORIGIN,DEST,ARR_DELAY,CANCELLED,DAY_OF_WEEK
2019-02-27,Southwest Airlines Co.,Southwest Airlines,PIT,FLL,-21.0,0.0,Wednesday
2023-05-08,American Airlines Inc.,American Airlines,RSW,CLT,-15.0,0.0,Monday
2021-01-17,United Air Lines Inc.,United Airlines,DEN,BIL,-6.0,0.0,Sunday
2020-05-21,Southwest Airlines Co.,Southwest Airlines,OAK,PDX,-16.0,0.0,Thursday
2021-06-02,SkyWest Airlines Inc.,SkyWest Airlines,TYS,DEN,-14.0,0.0,Wednesday
2022-12-03,Delta Air Lines Inc.,Delta Air Lines,CVG,RSW,-16.0,0.0,Saturday
2023-05-17,SkyWest Airlines Inc.,SkyWest Airlines,ATW,DTW,-21.0,0.0,Wednesday
2019-08-04,Mesa Airlines Inc.,,AMA,DFW,-1.0,0.0,Sunday
2020-03-03,PSA Airlines Inc.,,DCA,SAV,-18.0,0.0,Tuesday
2019-11-10,Southwest Airlines Co.,Southwest Airlines,LAX,PHX,-13.0,0.0,Sunday
2021-06-10,PSA Airlines Inc.,,CLT,ALB,140.0,0.0,Thursday
2021-01-29,Southwest Airlines Co.,Southwest Airlines,BDL,MDW,-25.0,0.0,Friday
2021-03-01,PSA Airlines Inc.,,HSV,CLT,-9.0,0.0,Monday
2023-04-07,United Air Lines Inc.,United Airlines,ORD,PHX,-11.0,0.0,Friday
2020-11-24,Envoy Air,,GSO,MIA,-17.0,0.0,Tuesday
2020-10-02,Delta Air Lines Inc.,Delta Air Lines,DCA,DTW,-23.0,0.0,Friday
2023-01-27,Frontier Airlines Inc.,Frontier Airlines,TPA,CVG,28.0,0.0,Friday
2020-03-13,PSA Airlines Inc.,,DCA,GRR,-6.0,0.0,Friday
2021-08-29,Delta Air Lines Inc.,Delta Air Lines,GSO,ATL,-32.0,0.0,Sunday
2023-06-09,Delta Air Lines Inc.,Delta Air Lines,BWI,DTW,28.0,0.0,Friday
2019-07-06,Southwest Airlines Co.,Southwest Airlines,BOS,MDW,-8.0,0.0,Saturday
2019-06-12,SkyWest Airlines Inc.,SkyWest Airlines,DTW,MSN,-2.0,0.0,Wednesday
2020-09-29,Southwest Airlines Co.,Southwest Airlines,MEM,MDW,57.0,0.0,Tuesday
2020-09-11,Southwest Airlines Co.,Southwest Airlines,DAL,MDW,19.0,0.0,Friday
2023-02-16,Southwest Airlines Co.,Southwest Airlines,PWM,BWI,-19.0,0.0,Thursday
2023-07-15,Alaska Airlines Inc.,Alaska Airlines,SMF,SEA,-16.0,0.0,Saturday
2020-03-26,Southwest Airlines Co.,Southwest Airlines,LAS,SNA,-13.0,0.0,Thursday
2020-11-21,Spirit Air Lines,Spirit Airlines,MYR,ACY,-4.0,0.0,Saturday
2019-03-28,Southwest Airlines Co.,Southwest Airlines,MCO,PHX,-2.0,0.0,Thursday
2020-02-10,PSA Airlines Inc.,,CMH,CLT,-14.0,0.0,Monday
2021-09-13,Southwest Airlines Co.,Southwest Airlines,SDF,TPA,-20.0,0.0,Monday
2023-06-04,Southwest Airlines Co.,Southwest Airlines,AMA,AUS,5.0,0.0,Sunday
2022-12-17,Republic Airline,,PIT,JFK,-14.0,0.0,Saturday
2019-02-08,Southwest Airlines Co.,Southwest Airlines,SMF,LAX,12.0,0.0,Friday
2022-09-09,SkyWest Airlines Inc.,SkyWest Airlines,PHX,ABQ,-11.0,0.0,Friday
2022-07-26,Southwest Airlines Co.,Southwest Airlines,MSY,MCO,13.0,0.0,Tuesday
2019-02-28,American Airlines Inc.,American Airlines,BOS,DCA,31.0,0.0,Thursday
2019-04-23,Delta Air Lines Inc.,Delta Air Lines,ATL,TYS,-6.0,0.0,Tuesday
2020-05-10,SkyWest Airlines Inc.,SkyWest Airlines,EGE,DEN,-27.0,0.0,Sunday
2021-03-05,SkyWest Airlines Inc.,SkyWest Airlines,DFW,HRL,-16.0,0.0,Friday
2021-07-28,American Airlines Inc.,American Airlines,LAX,JFK,-41.0,0.0,Wednesday
2019-12-20,Spirit Air Lines,Spirit Airlines,ATL,TPA,-5.0,0.0,Friday
2023-06-11,Southwest Airlines Co.,Southwest Airlines,SJU,MCO,67.0,0.0,Sunday
2019-11-03,Southwest Airlines Co.,Southwest Airlines,BWI,BUF,-11.0,0.0,Sunday
2021-10-06,United Air Lines Inc.,United Airlines,SFO,EWR,2.0,0.0,Wednesday
2022-08-19,Horizon Air,,SEA,IDA,32.0,0.0,Friday
2022-07-29,SkyWest Airlines Inc.,SkyWest Airlines,SFO,LAX,-2.0,0.0,Friday
2021-07-22,American Airlines Inc.,American Airlines,BOS,DFW,1.0,0.0,Thursday
2020-10-20,SkyWest Airlines Inc.,SkyWest Airlines,SBN,DTW,-27.0,0.0,Tuesday
2020-12-27,Allegiant Air,,SFB,RDU,-21.0,0.0,Sunday
2020-09-09,Mesa Airlines Inc.,,MAF,DFW,26.0,0.0,Wednesday
2021-06-11,Delta Air Lines Inc.,Delta Air Lines,PDX,MSP,0.0,0.0,Friday
2020-09-26,Southwest Airlines Co.,Southwest Airlines,DEN,SJC,-5.0,0.0,Saturday
2022-02-25,United Air Lines Inc.,United Airlines,IND,DEN,18.0,0.0,Friday
2022-08-06,Republic Airline,,EWR,PIT,-9.0,0.0,Saturday
2019-01-01,SkyWest Airlines Inc.,SkyWest Airlines,ATL,GNV,-11.0,0.0,Tuesday
2019-11-28,JetBlue Airways,JetBlue Airways,BOS,LAS,60.0,0.0,Thursday
2023-06-20,United Air Lines Inc.,United Airlines,DEN,JAC,1.0,0.0,Tuesday
2021-03-19,American Airlines Inc.,American Airlines,MIA,STT,-3.0,0.0,Friday
2021-07-02,Mesa Airlines Inc.,,DFW,SDF,86.0,0.0,Friday
2022-03-27,American Airlines Inc.,American Airlines,CLT,MSY,-7.0,0.0,Sunday
2023-04-04,Delta Air Lines Inc.,Delta Air Lines,ATL,CHS,-23.0,0.0,Tuesday
2019-01-04,Southwest Airlines Co.,Southwest Airlines,MCO,PHL,-25.0,0.0,Friday
2023-02-21,Alaska Airlines Inc.,Alaska Airlines,SFO,JFK,-22.0,0.0,Tuesday
2022-08-30,SkyWest Airlines Inc.,SkyWest Airlines,LSE,MSP,-22.0,0.0,Tuesday
2022-11-22,SkyWest Airlines Inc.,SkyWest Airlines,SFO,MRY,-6.0,0.0,Tuesday
2019-12-31,American Airlines Inc.,American Airlines,LAX,ATL,-7.0,0.0,Tuesday
2019-02-18,Alaska Airlines Inc.,Alaska Airlines,STL,SEA,17.0,0.0,Monday
2021-06-30,Alaska Airlines Inc.,Alaska Airlines,PDX,DEN,-2.0,0.0,Wednesday
2022-08-31,Republic Airline,,PHL,DCA,-13.0,0.0,Wednesday
2021-04-19,SkyWest Airlines Inc.,SkyWest Airlines,ORD,SGF,-7.0,0.0,Monday
2023-06-03,PSA Airlines Inc.,,CLT,BNA,-18.0,0.0,Saturday
2022-06-23,Republic Airline,,PWM,LGA,-20.0,0.0,Thursday
2021-08-15,Alaska Airlines Inc.,Alaska Airlines,FAI,SEA,-13.0,0.0,Sunday
2022-10-27,Southwest Airlines Co.,Southwest Airlines,SMF,PDX,-7.0,0.0,Thursday
2019-06-30,Delta Air Lines Inc.,Delta Air Lines,ORD,ATL,-13.0,0.0,Sunday
2019-03-24,Southwest Airlines Co.,Southwest Airlines,STL,CMH,-19.0,0.0,Sunday
2021-04-18,United Air Lines Inc.,United Airlines,DEN,IAH,-10.0,0.0,Sunday
2022-08-18,Southwest Airlines Co.,Southwest Airlines,DEN,SBA,48.0,0.0,Thursday
2019-04-22,Delta Air Lines Inc.,Delta Air Lines,SEA,ANC,-6.0,0.0,Monday
2022-02-21,Envoy Air,,DFW,CMI,-11.0,0.0,Monday
2022-12-16,Frontier Airlines Inc.,Frontier Airlines,LAS,BWI,-12.0,0.0,Friday
2022-08-08,SkyWest Airlines Inc.,SkyWest Airlines,ORD,CMH,1.0,0.0,Monday
2019-03-08,American Airlines Inc.,American Airlines,DFW,SNA,21.0,0.0,Friday
2021-08-19,Alaska Airlines Inc.,Alaska Airlines,SEA,PDX,17.0,0.0,Thursday
2021-09-01,Delta Air Lines Inc.,Delta Air Lines,ATL,IND,-14.0,0.0,Wednesday
2022-06-10,United Air Lines Inc.,United Airlines,ORD,AUS,-13.0,0.0,Friday
2021-08-27,United Air Lines Inc.,United Airlines,EWR,DEN,162.0,0.0,Friday
2023-06-17,Southwest Airlines Co.,Southwest Airlines,SAT,DEN,-16.0,0.0,Saturday
2019-12-10,Delta Air Lines Inc.,Delta Air Lines,JFK,SJU,8.0,0.0,Tuesday
2023-02-02,American Airlines Inc.,American Airlines,AUS,JFK,5.0,0.0,Thursday
2023-03-12,Southwest Airlines Co.,Southwest Airlines,LAS,SNA,21.0,0.0,Sunday
2022-11-16,Delta Air Lines Inc.,Delta Air Lines,STL,ATL,-18.0,0.0,Wednesday
2022-05-10,Southwest Airlines Co.,Southwest Airlines,DSM,DEN,-2.0,0.0,Tuesday
2020-08-30,Envoy Air,,PIA,ORD,-7.0,0.0,Sunday
2021-02-25,Endeavor Air Inc.,,JFK,DTW,-13.0,0.0,Thursday
2021-07-19,Delta Air Lines Inc.,Delta Air Lines,DTW,SAN,-16.0,0.0,Monday
2023-05-26,Southwest Airlines Co.,Southwest Airlines,BWI,BNA,-6.0,0.0,Friday
2020-02-10,Delta Air Lines Inc.,Delta Air Lines,ATL,LAX,4.0,0.0,Monday
2019-07-19,Alaska Airlines Inc.,Alaska Airlines,SEA,LAX,14.0,0.0,Friday
2019-04-11,Republic Airline,,CLE,IAH,-3.0,0.0,Thursday
2020-06-29,Endeavor Air Inc.,,ATL,CHO,0.0,0.0,Monday
2020-09-05,SkyWest Airlines Inc.,SkyWest Airlines,DAY,DTW,-15.0,0.0,Saturday
2021-07-25,Delta Air Lines Inc.,Delta Air Lines,DEN,ATL,9.0,0.0,Sunday
2021-10-03,Allegiant Air,,AZA,BIL,19.0,0.0,Sunday
2019-06-24,Southwest Airlines Co.,Southwest Airlines,SAN,SMF,41.0,0.0,Monday
2021-04-25,Delta Air Lines Inc.,Delta Air Lines,MSP,BWI,38.0,0.0,Sunday
2019-09-04,United Air Lines Inc.,United Airlines,PBI,EWR,15.0,0.0,Wednesday
2021-08-25,Delta Air Lines Inc.,Delta Air Lines,ATL,ORD,76.0,0.0,Wednesday
2021-06-17,Endeavor Air Inc.,,XNA,ATL,-20.0,0.0,Thursday
2022-04-19,Alaska Airlines Inc.,Alaska Airlines,LAX,SEA,-11.0,0.0,Tuesday
2020-09-23,Southwest Airlines Co.,Southwest Airlines,BWI,DEN,-18.0,0.0,Wednesday
2023-01-22,Southwest Airlines Co.,Southwest Airlines,AUS,MSP,10.0,0.0,Sunday
2019-06-30,Southwest Airlines Co.,Southwest Airlines,LAX,ATL,-8.0,0.0,Sunday
2021-06-05,Spirit Air Lines,Spirit Airlines,BWI,MYR,10.0,0.0,Saturday
2020-08-31,Delta Air Lines Inc.,Delta Air Lines,LGA,ATL,-9.0,0.0,Monday
2022-01-12,PSA Airlines Inc.,,BHM,DCA,-4.0,0.0,Wednesday
2019-03-19,Southwest Airlines Co.,Southwest Airlines,PVD,DCA,-11.0,0.0,Tuesday
2021-07-10,Envoy Air,,TPA,MIA,38.0,0.0,Saturday
2022-05-16,Spirit Air Lines,Spirit Airlines,MCO,MHT,-9.0,0.0,Monday
2023-07-24,Delta Air Lines Inc.,Delta Air Lines,SLC,MSO,44.0,0.0,Monday
2019-05-06,Delta Air Lines Inc.,Delta Air Lines,SEA,PHX,-3.0,0.0,Monday
2023-04-15,SkyWest Airlines Inc.,SkyWest Airlines,BUR,SLC,-23.0,0.0,Saturday
2023-05-18,JetBlue Airways,JetBlue Airways,BOS,BWI,172.0,0.0,Thursday
2020-04-05,Mesa Airlines Inc.,,IAH,SDF,-35.0,0.0,Sunday
2020-02-07,SkyWest Airlines Inc.,SkyWest Airlines,JAC,LAX,-2.0,0.0,Friday
2021-10-11,Southwest Airlines Co.,Southwest Airlines,BNA,HOU,15.0,0.0,Monday
2021-05-29,Envoy Air,,DFW,XNA,-8.0,0.0,Saturday
2021-07-23,Alaska Airlines Inc.,Alaska Airlines,JNU,SEA,6.0,0.0,Friday
2021-07-13,JetBlue Airways,JetBlue Airways,LAX,EWR,116.0,0.0,Tuesday
2020-03-06,Southwest Airlines Co.,Southwest Airlines,ABQ,DAL,36.0,0.0,Friday
2021-08-14,Spirit Air Lines,Spirit Airlines,DTW,MCO,-7.0,0.0,Saturday
2020-10-09,SkyWest Airlines Inc.,SkyWest Airlines,SFO,SNA,-13.0,0.0,Friday
2019-03-21,SkyWest Airlines Inc.,SkyWest Airlines,SLC,MSO,-13.0,0.0,Thursday
2021-08-26,American Airlines Inc.,American Airlines,MCO,PHL,-16.0,0.0,Thursday
2021-01-31,Spirit Air Lines,Spirit Airlines,IAH,LAX,179.0,0.0,Sunday
2019-01-06,American Airlines Inc.,American Airlines,PHX,BOS,-32.0,0.0,Sunday
2021-03-08,Endeavor Air Inc.,,BIS,MSP,-35.0,0.0,Monday
2021-06-08,Southwest Airlines Co.,Southwest Airlines,ONT,LAS,-9.0,0.0,Tuesday
2023-06-06,Endeavor Air Inc.,,LGA,PWM,74.0,0.0,Tuesday
2022-06-21,Southwest Airlines Co.,Southwest Airlines,ATL,DCA,9.0,0.0,Tuesday
2019-05-09,Southwest Airlines Co.,Southwest Airlines,MCI,FLL,-13.0,0.0,Thursday
2020-01-07,Southwest Airlines Co.,Southwest Airlines,SJC,HOU,-8.0,0.0,Tuesday
2022-12-09,Southwest Airlines Co.,Southwest Airlines,PHX,AUS,5.0,0.0,Friday
2021-07-13,Southwest Airlines Co.,Southwest Airlines,DEN,SJC,8.0,0.0,Tuesday
2020-10-10,Delta Air Lines Inc.,Delta Air Lines,ATL,TPA,64.0,0.0,Saturday
2023-05-26,Delta Air Lines Inc.,Delta Air Lines,ORF,ATL,-3.0,0.0,Friday
2022-10-23,JetBlue Airways,JetBlue Airways,JFK,FLL,-20.0,0.0,Sunday
2019-10-18,American Airlines Inc.,American Airlines,CLT,RIC,-3.0,0.0,Friday
2019-06-09,Delta Air Lines Inc.,Delta Air Lines,ATL,RDU,-12.0,0.0,Sunday
2019-12-29,Southwest Airlines Co.,Southwest Airlines,RDU,BNA,-12.0,0.0,Sunday
2021-11-19,Delta Air Lines Inc.,Delta Air Lines,MSP,BOI,3.0,0.0,Friday
2022-08-05,Delta Air Lines Inc.,Delta Air Lines,SRQ,LGA,944.0,0.0,Friday
2020-04-08,United Air Lines Inc.,United Airlines,IAD,IAH,-18.0,0.0,Wednesday
2019-06-02,United Air Lines Inc.,United Airlines,OMA,ORD,-18.0,0.0,Sunday
2022-02-22,Southwest Airlines Co.,Southwest Airlines,ATL,JAX,12.0,0.0,Tuesday
2022-02-22,Endeavor Air Inc.,,ATL,MLU,-14.0,0.0,Tuesday
2019-05-09,United Air Lines Inc.,United Airlines,DTW,DEN,3.0,0.0,Thursday
2023-08-11,American Airlines Inc.,American Airlines,DFW,SNA,-6.0,0.0,Friday
2020-06-01,Southwest Airlines Co.,Southwest Airlines,DAL,HOU,-12.0,0.0,Monday
2019-12-12,Spirit Air Lines,Spirit Airlines,DFW,LGA,-19.0,0.0,Thursday
2019-12-04,United Air Lines Inc.,United Airlines,IAD,LAX,20.0,0.0,Wednesday
2020-12-24,Southwest Airlines Co.,Southwest Airlines,SAN,SJC,-18.0,0.0,Thursday
2020-12-05,Southwest Airlines Co.,Southwest Airlines,HOU,DEN,-21.0,0.0,Saturday
2019-10-07,Southwest Airlines Co.,Southwest Airlines,SAN,OAK,-9.0,0.0,Monday
2019-09-28,SkyWest Airlines Inc.,SkyWest Airlines,BNA,LGA,8.0,0.0,Saturday
2021-10-25,Endeavor Air Inc.,,CVG,AUS,-20.0,0.0,Monday
2023-04-20,Delta Air Lines Inc.,Delta Air Lines,ATL,CHS,-12.0,0.0,Thursday
2020-03-15,Delta Air Lines Inc.,Delta Air Lines,ATL,GSP,-12.0,0.0,Sunday
2023-01-25,American Airlines Inc.,American Airlines,CLT,RDU,-5.0,0.0,Wednesday
2019-06-11,United Air Lines Inc.,United Airlines,EWR,SJU,-8.0,0.0,Tuesday
2019-06-14,SkyWest Airlines Inc.,SkyWest Airlines,BOS,RIC,-7.0,0.0,Friday
2020-11-17,United Air Lines Inc.,United Airlines,ORD,IAH,-13.0,0.0,Tuesday
2022-07-13,Delta Air Lines Inc.,Delta Air Lines,ATL,SLC,-8.0,0.0,Wednesday
2020-04-21,Delta Air Lines Inc.,Delta Air Lines,SEA,OGG,10.0,0.0,Tuesday
2019-09-10,Delta Air Lines Inc.,Delta Air Lines,ATL,IAH,160.0,0.0,Tuesday
2021-06-12,SkyWest Airlines Inc.,SkyWest Airlines,SLC,CPR,-21.0,0.0,Saturday
2020-04-01,American Airlines Inc.,American Airlines,DCA,MIA,-11.0,0.0,Wednesday
2023-01-18,SkyWest Airlines Inc.,SkyWest Airlines,ATL,ABE,-8.0,0.0,Wednesday
2021-09-05,United Air Lines Inc.,United Airlines,JAC,IAH,-19.0,0.0,Sunday
2019-01-05,Southwest Airlines Co.,Southwest Airlines,LAX,BNA,-26.0,0.0,Saturday
2019-06-17,Delta Air Lines Inc.,Delta Air Lines,ANC,SLC,-19.0,0.0,Monday
2021-03-12,JetBlue Airways,JetBlue Airways,TPA,HPN,7.0,0.0,Friday
2023-08-06,Southwest Airlines Co.,Southwest Airlines,HOU,BWI,-4.0,0.0,Sunday
2023-08-18,American Airlines Inc.,American Airlines,PHL,TPA,3.0,0.0,Friday
2023-06-01,United Air Lines Inc.,United Airlines,DEN,MCI,125.0,0.0,Thursday
2020-10-18,Southwest Airlines Co.,Southwest Airlines,TUL,DAL,-14.0,0.0,Sunday
2022-04-15,Southwest Airlines Co.,Southwest Airlines,SFO,PHX,11.0,0.0,Friday
2021-12-12,United Air Lines Inc.,United Airlines,MCO,IAH,20.0,0.0,Sunday
2019-04-27,SkyWest Airlines Inc.,SkyWest Airlines,ATY,PIR,129.0,0.0,Saturday
2020-02-18,SkyWest Airlines Inc.,SkyWest Airlines,SBN,DFW,0.0,0.0,Tuesday
2023-04-10,Allegiant Air,,FLL,CVG,38.0,0.0,Monday
2022-08-15,Republic Airline,,SDF,EWR,7.0,0.0,Monday
2019-05-20,Southwest Airlines Co.,Southwest Airlines,SMF,PDX,0.0,0.0,Monday
2021-04-26,Southwest Airlines Co.,Southwest Airlines,PHX,BWI,-28.0,0.0,Monday
2019-11-20,American Airlines Inc.,American Airlines,PHL,DFW,-1.0,0.0,Wednesday
2022-10-16,SkyWest Airlines Inc.,SkyWest Airlines,PSP,PHX,103.0,0.0,Sunday
2020-09-27,Allegiant Air,,IND,FLL,-3.0,0.0,Sunday
2023-08-05,Endeavor Air Inc.,,ATL,SHV,-15.0,0.0,Saturday
2021-04-28,Southwest Airlines Co.,Southwest Airlines,BWI,ATL,-18.0,0.0,Wednesday
2019-01-02,Southwest Airlines Co.,Southwest Airlines,BWI,HOU,1.0,0.0,Wednesday
2021-09-09,SkyWest Airlines Inc.,SkyWest Airlines,DTW,FWA,-22.0,0.0,Thursday
2022-04-25,Delta Air Lines Inc.,Delta Air Lines,ATL,RDU,5.0,0.0,Monday
2020-03-27,Southwest Airlines Co.,Southwest Airlines,MCO,PIT,-10.0,0.0,Friday
2021-08-26,Endeavor Air Inc.,,MSP,GFK,-16.0,0.0,Thursday
2019-02-22,American Airlines Inc.,American Airlines,PHL,TPA,-11.0,0.0,Friday
2019-11-05,Southwest Airlines Co.,Southwest Airlines,BNA,MDW,-15.0,0.0,Tuesday
2020-08-31,PSA Airlines Inc.,,CLT,CHS,-25.0,0.0,Monday
2020-12-25,Delta Air Lines Inc.,Delta Air Lines,MSP,SLC,-6.0,0.0,Friday
2019-04-25,Frontier Airlines Inc.,Frontier Airlines,MSP,DEN,-28.0,0.0,Thursday
2022-05-18,Alaska Airlines Inc.,Alaska Airlines,SEA,MSP,-7.0,0.0,Wednesday
2023-03-08,SkyWest Airlines Inc.,SkyWest Airlines,MSP,JFK,28.0,0.0,Wednesday
2020-12-22,United Air Lines Inc.,United Airlines,IAH,HNL,-13.0,0.0,Tuesday
2022-01-09,PSA Airlines Inc.,,ATL,CLT,-15.0,0.0,Sunday
2020-02-03,Delta Air Lines Inc.,Delta Air Lines,BOS,ATL,-17.0,0.0,Monday
2023-06-23,Alaska Airlines Inc.,Alaska Airlines,SLC,SEA,8.0,0.0,Friday
2019-10-27,United Air Lines Inc.,United Airlines,EWR,DEN,-2.0,0.0,Sunday
2023-08-23,Southwest Airlines Co.,Southwest Airlines,OAK,MDW,-5.0,0.0,Wednesday
2023-03-28,Delta Air Lines Inc.,Delta Air Lines,GRR,MSP,-12.0,0.0,Tuesday
2023-05-09,SkyWest Airlines Inc.,SkyWest Airlines,SFO,TUS,9.0,0.0,Tuesday
2019-09-14,Delta Air Lines Inc.,Delta Air Lines,ATL,TPA,-13.0,0.0,Saturday
2022-03-03,American Airlines Inc.,American Airlines,CLE,MIA,14.0,0.0,Thursday
2022-10-06,Allegiant Air,,USA,SFB,123.0,0.0,Thursday
2023-08-28,Delta Air Lines Inc.,Delta Air Lines,ATL,MSY,10.0,0.0,Monday
2022-03-01,American Airlines Inc.,American Airlines,PHX,LAX,-5.0,0.0,Tuesday
2020-01-10,American Airlines Inc.,American Airlines,SMF,DFW,45.0,0.0,Friday
2023-06-04,Southwest Airlines Co.,Southwest Airlines,ALB,BWI,-4.0,0.0,Sunday
2021-05-22,Endeavor Air Inc.,,ILM,ATL,-15.0,0.0,Saturday
2021-11-04,Spirit Air Lines,Spirit Airlines,RSW,PIT,-21.0,0.0,Thursday
2019-02-19,Delta Air Lines Inc.,Delta Air Lines,PDX,LAX,-16.0,0.0,Tuesday
2021-09-19,JetBlue Airways,JetBlue Airways,SJU,TPA,58.0,0.0,Sunday
2019-03-18,Delta Air Lines Inc.,Delta Air Lines,BOS,MSP,-16.0,0.0,Monday
2021-06-05,PSA Airlines Inc.,,CLT,GSP,1.0,0.0,Saturday
2019-11-16,Southwest Airlines Co.,Southwest Airlines,BUF,BWI,-24.0,0.0,Saturday
2022-09-11,PSA Airlines Inc.,,CLT,GPT,-27.0,0.0,Sunday
2021-01-25,Spirit Air Lines,Spirit Airlines,BWI,MCO,-16.0,0.0,Monday
2022-10-01,Endeavor Air Inc.,,DTW,CVG,-3.0,0.0,Saturday
2023-07-04,Southwest Airlines Co.,Southwest Airlines,HNL,OGG,-6.0,0.0,Tuesday
2021-09-16,American Airlines Inc.,American Airlines,SNA,DFW,-8.0,0.0,Thursday
2020-01-13,Allegiant Air,,LAS,FAT,6.0,0.0,Monday
2020-03-14,Southwest Airlines Co.,Southwest Airlines,MDW,ORF,-13.0,0.0,Saturday
2019-06-21,Spirit Air Lines,Spirit Airlines,BWI,FLL,6.0,0.0,Friday
2021-04-08,American Airlines Inc.,American Airlines,CLT,DEN,-29.0,0.0,Thursday
2020-03-10,SkyWest Airlines Inc.,SkyWest Airlines,ROA,ATL,-4.0,0.0,Tuesday
2019-04-01,Delta Air Lines Inc.,Delta Air Lines,LAX,ATL,-6.0,0.0,Monday
2021-05-06,Southwest Airlines Co.,Southwest Airlines,ISP,BWI,37.0,0.0,Thursday
2019-09-08,Southwest Airlines Co.,Southwest Airlines,BWI,BOS,-24.0,0.0,Sunday
2022-04-27,Southwest Airlines Co.,Southwest Airlines,BNA,DEN,41.0,0.0,Wednesday
2019-10-20,Envoy Air,,ORD,CMH,-10.0,0.0,Sunday
2021-03-21,Spirit Air Lines,Spirit Airlines,MCO,MSY,-3.0,0.0,Sunday
2019-10-29,American Airlines Inc.,American Airlines,CLT,LAX,38.0,0.0,Tuesday
2021-04-24,Endeavor Air Inc.,,MEM,MSP,-32.0,0.0,Saturday
2023-08-06,American Airlines Inc.,American Airlines,PHL,DEN,-16.0,0.0,Sunday
2019-10-13,SkyWest Airlines Inc.,SkyWest Airlines,RST,MSP,-16.0,0.0,Sunday
2021-01-02,Envoy Air,,DFW,XNA,-3.0,0.0,Saturday
2023-02-24,Endeavor Air Inc.,,MQT,DTW,-24.0,0.0,Friday
2020-02-21,Mesa Airlines Inc.,,CMH,IAD,-12.0,0.0,Friday
2019-01-26,ExpressJet Airlines LLC d/b/a aha!,,RIC,EWR,-10.0,0.0,Saturday
2023-08-13,Delta Air Lines Inc.,Delta Air Lines,STL,DTW,-18.0,0.0,Sunday
2020-10-04,American Airlines Inc.,American Airlines,DFW,SAT,-3.0,0.0,Sunday
2023-02-20,United Air Lines Inc.,United Airlines,MSP,ORD,-14.0,0.0,Monday
2019-08-21,ExpressJet Airlines LLC d/b/a aha!,,IAH,LFT,-16.0,0.0,Wednesday
2022-12-10,Delta Air Lines Inc.,Delta Air Lines,DTW,PHL,-20.0,0.0,Saturday
2023-05-08,American Airlines Inc.,American Airlines,PHL,DFW,237.0,0.0,Monday
2021-11-18,SkyWest Airlines Inc.,SkyWest Airlines,CHA,ORD,-29.0,0.0,Thursday
2022-07-03,Southwest Airlines Co.,Southwest Airlines,BUR,PHX,1.0,0.0,Sunday
2019-12-22,ExpressJet Airlines LLC d/b/a aha!,,GSP,EWR,-8.0,0.0,Sunday
2021-03-01,SkyWest Airlines Inc.,SkyWest Airlines,PHX,YUM,104.0,0.0,Monday
2021-04-22,American Airlines Inc.,American Airlines,ATL,ORD,-24.0,0.0,Thursday
2021-12-31,United Air Lines Inc.,United Airlines,RDU,DEN,10.0,0.0,Friday
2022-07-18,Southwest Airlines Co.,Southwest Airlines,TPA,MSY,9.0,0.0,Monday
2019-03-02,United Air Lines Inc.,United Airlines,DEN,IAH,-2.0,0.0,Saturday
2020-03-29,American Airlines Inc.,American Airlines,SEA,DFW,-12.0,0.0,Sunday
2021-04-14,PSA Airlines Inc.,,EWN,CLT,-17.0,0.0,Wednesday
2021-05-21,Southwest Airlines Co.,Southwest Airlines,LAX,LAS,8.0,0.0,Friday
2020-09-09,Delta Air Lines Inc.,Delta Air Lines,ATL,HOU,-2.0,0.0,Wednesday
2020-09-23,Delta Air Lines Inc.,Delta Air Lines,SEA,ATL,211.0,0.0,Wednesday
2022-07-15,American Airlines Inc.,American Airlines,DCA,BGR,80.0,0.0,Friday
2019-01-17,Southwest Airlines Co.,Southwest Airlines,BNA,MCO,-12.0,0.0,Thursday
2022-06-12,Spirit Air Lines,Spirit Airlines,SNA,LAS,-5.0,0.0,Sunday
2019-08-12,Envoy Air,,BUF,ORD,-10.0,0.0,Monday
2019-01-20,Southwest Airlines Co.,Southwest Airlines,LBB,LAS,5.0,0.0,Sunday
2021-01-02,Allegiant Air,,HOU,AVL,-14.0,0.0,Saturday
2019-04-25,Delta Air Lines Inc.,Delta Air Lines,CLT,DTW,-2.0,0.0,Thursday
2023-05-31,Southwest Airlines Co.,Southwest Airlines,SFO,LAS,-6.0,0.0,Wednesday
2019-07-07,Southwest Airlines Co.,Southwest Airlines,LAS,MDW,-19.0,0.0,Sunday
2019-07-31,PSA Airlines Inc.,,IAD,CLT,-17.0,0.0,Wednesday
2021-06-11,Southwest Airlines Co.,Southwest Airlines,SNA,PHX,-2.0,0.0,Friday
2022-05-10,SkyWest Airlines Inc.,SkyWest Airlines,HLN,SLC,751.0,0.0,Tuesday
2019-03-20,SkyWest Airlines Inc.,SkyWest Airlines,PRC,DEN,6.0,0.0,Wednesday
2021-06-21,Republic Airline,,PHL,MCI,113.0,0.0,Monday
2022-06-09,Delta Air Lines Inc.,Delta Air Lines,SMF,LAX,-9.0,0.0,Thursday
2022-10-17,Frontier Airlines Inc.,Frontier Airlines,MCO,DTW,-3.0,0.0,Monday
2020-07-06,Southwest Airlines Co.,Southwest Airlines,SJU,FLL,0.0,0.0,Monday
